TACHE_NAME,ID,ACC_NBR,ORDER_TITLE,NAME,进展
资源归档（集客）,417490012,97124993390,关于南宁西乡塘区万恒幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,417176706,97124943178,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,357179136,97323057115,关于灵川县灵川镇木马小学对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,349406199,97624307458,那拔镇陆么石灰岩矿有限公司_百色_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,420324599,97026156875,关于防城港市益通安防工程有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,197902891,97120322023,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,396406582,98025477681,关于广西扶绥佳德牧业有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
定单回复（初验）,385199150,97924341599,关于广西凤之翔食品有限公司对互联网专线营销计划（极速光纤）产品的业务变更操作的请求,互联网专线快开-移机,IOM处理
IMS专线资源归档,398717203,97124633709,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,398847759,97124107845,广西卓驰工程咨询有限公司_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,397935924,98025366177,广西百拓建筑劳务有限公司扶绥项目部_崇左_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,412302343,97625068049,百色市长冠房地产开发有限公司_百色_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,401186807,97925345349,关于携程计算机技术（上海）有限公司广州分公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,288726225,97123121811,南宁威宁投资集团有限责任公司_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,388535677,98112957534,广西威蒙科技有限公司_来宾_互联网专线,互联网专线快开-移机,资源侧有数据已归档
IMS专线资源归档,397948966,98221980981,关于广西普大文旅发展有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,445164967,97926543907,关于北海洁尚缘假日酒店有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,417862800,98024842906,广西崇左蜜朋生物能源有限公司_崇左_互联网专线,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,362311570,97122291006,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,238757494,97419215955,关于梧州市黄埔双语实验学校对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,253264881,97420561697,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,315662628,97521257943,关于广西玉柴机器股份有限公司(铁通2)对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,411151451,97125072053,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,366222301,97521339066,关于玉林市洞鑫商务宾馆对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,410363010,97125002844,关于隆安县丁当镇金宝贝幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,353197451,97624327787,关于田东县住房和城乡建设局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,471802210,98122219815,关于武宣县天下无贼安防科技电子有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,391771946,97624940536,关于广西百色农业学校对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,437988060,97523231984,关于陆川县投资促进服务中心对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,391297197,97825429621,关于重庆以琳建筑工程有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,197634591,97120322502,,语音专线快开-新装,资源侧有数据已归档
待拆除通知,497627231,97824963946,关于中交隧道工程局有限公司（巴马）对互联网专线营销计划（极速光纤）产品的业务注销操作的请求,互联网专线快开-拆机,未找到相应产品
IMS专线资源归档,319483912,97520752749,关于广西玉柴机器股份有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,412344129,97423546191,关于广西北部湾银行股份有限公司梧州分行对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,400128407,98024996572,广西民族师范学院附属第三小学_崇左_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,410799975,97125399554,关于南宁邕城公共交通有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,197635380,97120322327,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,315654062,97520660124,关于广西玉柴机器股份有限公司(铁通2)对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,198044872,97418609395,关于藤县公安局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源查询（集客）,515456617,97624129093,关于广西交建工程建设集团有限公司（平果）对商务快线营销计划产品的业务注销操作的请求,商务快线-拆机,查询不到信息
资源归档（集客）,410802624,97125228464,关于南宁邕城公共交通有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,324878449,97623670683,中油广西田东石油化工总厂有限公司._百色_互联网专线,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,197633008,97120322748,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,315758332,97421346645,关于广西壮族自治区国有大桂山林场蒙山造林部对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,319483443,97520602033,关于玉林市卫生学校附属医院对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,467426456,97322086608,关于龙胜县黄江村益农信息社对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,469155926,98122178404,关于武宣县天下无贼安防科技电子有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,396406844,97124742700,南宁市骏瑞门窗有限公司安吉分店_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,339862403,97122411315,广西壮族自治区文化和旅游厅_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,469894337,97321899476,关于兴安县秦记三文鱼对商务快线营销计划产品的业务变更操作的请求,商务快线-移机,资源侧有数据已归档
IMS专线资源归档,315662953,97520392883,关于广西玉柴机器集团有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,197632356,97120333629,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,319760181,97220690141,关于鹿寨县自然资源和规划局（鹿寨县林业局、鹿寨县不动产登记局）对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,338319018,98024365559,关于浙江稠城建筑工程有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,471801325,98122219684,关于武宣县天下无贼安防科技电子有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,309840211,97023652178,关于上思正邦畜牧发展有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,392863060,8905354478,广西华联综合超市有限公司_南宁_互联网专线,互联网专线快开-移机,资源侧有数据已归档
资源归档（集客）,326255900,97121818491,中国铁路南宁局集团有限公司南宁车站_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
定单回复（终验）,499190188,97725863364,关于孚宝（钦州）码头有限公司对互联网专线营销计划（极速光纤）产品的业务注销操作的请求,互联网专线快开-拆机,客户经理是否点击终验
IMS专线资源归档,315660956,97520660073,关于广西玉柴机器股份有限公司(铁通2)对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,400883078,97125368002,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,417489287,97125073588,关于南宁市西乡塘区智高学校北湖分校对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,287910551,97421558611,关于苍梧县教育局对商务快线营销计划产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,269393529,97420907964,关于岑溪市财政局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,283054383,97120652038,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,471801327,97824253985,关于罗城仫佬族自治县文化广电体育和旅游局对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,197636667,97120333584,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,269259365,97118530790,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,376999414,97322832090,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,412247953,97124961978,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,416566138,97125075500,关于南宁高新技术产业开发区东师双语学校对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,308404567,97123108629,关于广西计算中心有限责任公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,268597612,97420551183,关于岑溪市欣建房地产开发有限公司(总部)对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,352988414,97320856548,桂林国民村镇银行有限公司全州绍水支行_桂林_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,376999195,98123069765,关于中国铁塔股份有限公司来宾市分公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,401117564,97124857883,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,467428264,98123696793,关于来宾市兴宾区小平阳镇和平村村民委员会对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,376999298,98122994719,关于武宣县武宣镇桥巩幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
LOID归档,339866004,97122366940,广西壮族自治区文化和旅游厅_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,305307119,97623622996,靖西市魁圩乡卫生院_百色_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,419610878,97124946265,关于南宁市广西-东盟经济技术开发区华艺幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,412010135,97824926008,关于环江毛南族自治县妇幼保健院对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,471796168,97824254039,关于罗城仫佬族自治县文化广电体育和旅游局对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,348977258,97123721050,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,306440629,97123069239,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,416959771,97124904025,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,356123101,97724737844,关于广西聿西管道科技有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,217663276,97120470969,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,315758137,97421349442,关于广西壮族自治区国有大桂山林场蒙山造林部对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,322868722,97522003272,关于玉林市第三幼儿园对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,424956753,97125406267,关于南宁市良庆区绿洲幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,417489381,97125101473,关于南宁市西乡塘区育新幼儿园（北湖店）对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,471801166,97824230304,关于罗城仫佬族自治县文化广电体育和旅游局对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,315655479,97520625285,关于玉林市世华房地产中介服务有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,410942217,97125434157,关于数字抚育（广州）科技有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,290083094,97420950475,关于广西藤县济安医药有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,198047326,97418596748,关于藤县公安局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,424957852,97125422937,关于南宁市良庆区港保幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,410363520,97125080556,关于隆安县丁当镇馨菲幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,434184176,97423062894,关于广西翅冀钢铁有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,471800244,97824254106,关于罗城仫佬族自治县文化广电体育和旅游局对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,193346319,97019596056,关于防城港市防城区大菉镇坡稔小学对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,401888633,97123952661,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,418006390,97125226891,关于南宁市良庆区康乐幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,396112855,98121619598,关于忻城县北更乡广邑门业对商务快线营销计划产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,322868841,97522003351,关于玉林市第三幼儿园对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,182889061,98118384304,关于广西合山虎鹰建材有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,268149660,97421093977,关于蒙山县蒙山镇第一小学对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,219092519,97117230853,广西江山房地产代理有限公司　_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,284843154,97421419795,关于苍梧县教育局对商务快线营销计划产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,408228394,97025489176,关于防城港市十万大山国家级自然保护区管理局对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,412248623,97124816010,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,201531594,97418631925,关于中国移动通信集团广西有限公司梧州分公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,412247145,97124387020,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,320867584,97522247235,关于北流市北流镇陵城卫生院对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
定单回复（终验）,497897793,97825446220,关于重庆以琳建筑工程有限公司对互联网专线营销计划（极速光纤）产品的业务注销操作的请求,互联网专线快开-拆机,客户经理是否点击终验
IMS专线资源归档,412248948,97124685356,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,412243445,97125073601,关于南宁市西乡塘区大塘小学对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
和商务TV资源归档,306256727,38570,关于德保县堂列龙德商行啤酒批发店对集客企业互联网电视业务：业务安装操作的请求,和商务TV-新装,资源侧有数据已归档
资源归档（集客）,330502422,97421927244,关于广西梧州市汇上佳投资有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
IMS专线资源归档,319099886,97220375890,关于柳州市诗安母婴服务有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,404395454,97825525331,关于中交隧道工程局有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源查询（集客）,508577963,98025479425,关于中国铁塔股份有限公司崇左市分公司对互联网专线营销计划（极速光纤）产品的业务注销操作的请求,互联网专线快开-拆机,查询不到信息
资源归档（集客）,468975779,97125535306,关于横州市人力资源和社会保障局对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,198044681,97418596825,关于藤县公安局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,339717349,97724452070,关于广西桂人府电子商务有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,428220334,97124978087,关于南宁市武鸣区宁武镇新一幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,410358150,97125019288,关于隆安县乔建镇红太阳幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,363985666,97024906773,关于中交一航局第一工程有限公司防城港项目部对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,206038135,97120545936,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,411945054,97125243802,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,337820804,98024347612,关于天等县把荷乡中心幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,471801240,97824254051,关于罗城仫佬族自治县文化广电体育和旅游局对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
PON网管施工(拆),518192782,98123020053,关于金秀瑶族自治县教育体育局对商务快线营销计划产品的业务注销操作的请求,商务快线-拆机,综调处理
IMS专线资源归档,292051245,97121399143,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,284106428,97122482218,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,258075517,98120998621,关于来宾市工业园区征地服务中心对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,335996818,97624129093,关于广西长长路桥建设有限公司（巴平高速二分部）对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,334597031,97619837315,泛北建设股份有限公司（田东）_百色_互联网专线,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,417325354,97124893226,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,325299294,97623922463,关于百色市宏发医药连锁有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,426295516,97125035868,关于南宁市良庆区五象幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,392860127,97423588817,关于蒙山县鸿鑫矿业经营部对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,315657186,97521340008,关于广西康寿源养生服务有限公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,425224890,97125036481,关于南宁市良庆区蓝天幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,330185444,97724242624,关于华为软件技术有限公司（钦州）对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,396148583,97321500479,深圳深长城物业集团有限公司_桂林_互联网专线,互联网专线快开-移机,资源侧有数据已归档
IMS专线资源归档,411945308,97125253820,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,376999406,98122867032,关于来宾市希尔禄电子商务销售有限公司（城西）对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,336538052,97824306011,关于河池市宜州新奥能源发展有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,442857819,97926853855,关于广西川化天禾钾肥有限责任公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,315661365,97521059699,关于玉林市邮政管理局(铁通)对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,469909937,97125547281,关于南宁邕城公共交通有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,424735641,97125391526,关于广东越铁国际供应链管理有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,417489658,97124988952,关于南宁市秀田小学平安监控对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,207846299,97117514088,广西亿和豪国际酒店有限公司_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,395736863,97120251317,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,202275889,97119156102,南宁市良庆区学生资助管理办公室_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,375003202,97113172911,阳光财产保险股份有限公司南宁中心支公司_南宁_互联网专线,互联网专线快开-移机,资源侧有数据已归档
IMS专线资源归档,197634772,97120322365,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,469893290,97125546786,关于广西那尧贸易有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,201530625,97418661463,关于中国移动通信集团广西有限公司梧州分公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,321611636,97220316390,关于中国铁路南宁局集团有限公司职工培训基地对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,412247506,97124696655,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,423406810,97124935300,关于南宁经济技术开发区新蕾幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,269394367,97420908030,关于岑溪市财政局对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,199248725,97118800911,,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,424957352,97125406252,关于南宁市良庆区绿洲幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,335034320,97724194636,关于中华人民共和国钦州海关对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,319091301,97220675931,关于金碧物业有限公司柳州分公司对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,201531597,97418591060,关于中国移动通信集团广西有限公司梧州分公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,392866423,97323658520,关于阳朔县深能环保有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,283053389,97122637043,广西宝和堂药业有限责任公司龙岗分店_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,410362673,97125097359,关于隆安县丁当镇七彩阳光幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,297215933,97221576412,关于诚友五金店对商务快线营销计划产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,213631574,97120502733,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,401121226,97124598017,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,197902500,97120322727,,语音专线快开-新装,资源侧有数据已归档
IMS专线资源归档,309842506,97520893999,关于玉林市第三人民医院对专线类--IMS语音专线营销计划产品的集团新装操作的请求,语音专线快开-新装,资源侧有数据已归档
资源归档（集客）,410357668,97125004518,关于隆安县乔建镇灵童幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,410342925,97125178088,关于隆安县金贝贝幼儿园对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
PON网管施工（人工拆）,488957348,98024560607,关于广西京晋建设工程有限公司（龙州项目部）对商务快线营销计划产品的业务注销操作的请求,商务快线-拆机,需要师傅人工介入
资源查询（集客）,518000410,98123696793,关于来宾市兴宾区小平阳镇和平村村民委员会对商务快线营销计划产品的业务注销操作的请求,商务快线-拆机,查询不到信息
资源归档（集客）,417489239,97125120816,关于南宁市西乡塘区育新幼儿园（北湖店）对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
定单回复（终验）,484389160,97123108629,关于广西计算中心有限责任公司对互联网专线营销计划（极速光纤）产品的业务注销操作的请求,互联网专线快开-拆机,客户经理是否点击终验
资源归档（集客）,397902042,97824771335,关于福建纳辰建筑工程有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,396124468,97823845452,关于广西巴马绿盛资源开发有限公司对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,288727053,97123121879,南宁威宁投资集团有限责任公司_南宁_互联网专线,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,376999306,98122954254,关于来宾市兴宾区平阳镇石牌教学点对商务快线营销计划产品的集团新装操作的请求,商务快线-新装,资源侧有数据已归档
资源归档（集客）,276909245,98022831090,关于天等县把荷乡彩芳百货店对商务快线营销计划产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,284841178,97421419836,关于苍梧县教育局对商务快线营销计划产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
资源归档（集客）,250300107,97722393388,关于浦北县新成建材有限公司对互联网专线营销计划（极速光纤）产品的集团新装操作的请求,互联网专线快开-新装,资源侧有数据已归档
IMS专线资源归档,197637505,97120322132,,语音专线快开-新装,资源侧有数据已归档
